date,availableBikes,availableDocks
1370056949,2,23
1370056973,2,23
1370057402,2,23
1370057462,2,23
1370057522,2,23
1370057581,2,23
1370057641,2,23
1370057702,2,23
1370057762,2,23
1370057822,2,23
1370057881,2,23
1370057941,2,23
1370058001,2,23
1370058062,2,23
1370058121,2,23
1370058182,3,22
1370058242,3,22
1370058307,3,22
1370058363,3,22
1370058429,3,22
1370058481,3,22
1370058545,3,22
1370058602,3,22
1370058661,3,22
1370058722,3,22
1370058784,3,22
1370058841,3,22
1370058907,3,22
1370058962,3,22
1370059021,3,22
1370059089,3,22
1370059142,3,22
1370059202,3,22
1370059262,3,22
1370059321,3,22
1370059382,3,22
1370059442,3,22
1370059502,3,22
1370059561,3,22
1370059622,3,22
1370059681,3,22
1370059742,3,22
1370059802,3,22
1370059861,3,22
1370059922,3,22
1370059981,3,22
1370060041,3,22
1370060102,3,22
1370060161,3,22
1370060224,3,22
1370060281,3,22
1370060341,3,22
1370060401,3,22
1370060464,3,22
1370060522,3,22
1370060585,3,22
1370060641,3,22
1370060702,3,22
1370060762,3,22
1370060822,3,22
1370060881,3,22
1370060942,3,22
1370061002,3,22
1370061061,3,22
1370061121,3,22
1370061181,3,22
1370061241,3,22
1370061302,3,22
1370061364,3,22
1370061421,3,22
1370061482,3,22
1370061542,3,22
1370061602,3,22
1370061661,3,22
1370061722,3,22
1370061782,3,22
1370061844,3,22
