date,availableBikes,availableDocks
1370056949,26,5
1370056973,26,5
1370057402,26,5
1370057462,26,5
1370057522,26,5
1370057581,26,5
1370057641,26,5
1370057702,26,5
1370057762,26,5
1370057822,26,5
1370057881,26,5
1370057941,26,5
1370058001,26,5
1370058062,26,5
1370058121,26,5
1370058182,26,5
1370058242,26,5
1370058307,26,5
1370058363,26,5
1370058429,26,5
1370058481,26,5
1370058545,26,5
1370058602,26,5
1370058661,26,5
1370058722,26,5
1370058784,26,5
1370058841,26,5
1370058907,26,5
1370058962,26,5
1370059021,26,5
1370059089,26,5
1370059142,26,5
1370059202,26,5
1370059262,26,5
1370059321,26,5
1370059382,26,5
1370059442,26,5
1370059502,26,5
1370059561,26,5
1370059622,26,5
1370059681,26,5
1370059742,26,5
1370059802,26,5
1370059861,26,5
1370059922,26,5
1370059981,26,5
1370060041,26,5
1370060102,26,5
1370060161,26,5
1370060224,26,5
1370060281,26,5
1370060341,26,5
1370060401,26,5
1370060464,26,5
1370060522,27,4
1370060585,27,4
1370060641,27,4
1370060702,27,4
1370060762,27,4
1370060822,27,4
1370060881,27,4
1370060942,27,4
1370061002,27,4
1370061061,27,4
1370061121,27,4
1370061181,27,4
1370061241,27,4
1370061302,27,4
1370061364,27,4
1370061421,27,4
1370061482,27,4
1370061542,27,4
1370061602,27,4
1370061661,27,4
1370061722,27,4
1370061782,27,4
1370061844,27,4
