date,availableBikes,availableDocks
1370056949,14,7
1370056973,14,7
1370057402,14,7
1370057462,14,7
1370057522,14,7
1370057581,14,7
1370057641,14,7
1370057702,14,7
1370057762,14,7
1370057822,14,7
1370057881,14,7
1370057941,14,7
1370058001,14,7
1370058062,14,7
1370058121,14,7
1370058182,14,7
1370058242,14,7
1370058307,14,7
1370058363,14,7
1370058429,14,7
1370058481,15,6
1370058545,15,6
1370058602,15,6
1370058661,15,6
1370058722,15,6
1370058784,15,6
1370058841,15,6
1370058907,15,6
1370058962,15,6
1370059021,15,6
1370059089,15,6
1370059142,15,6
1370059202,15,6
1370059262,15,6
1370059321,15,6
1370059382,15,6
1370059442,15,6
1370059502,15,6
1370059561,15,6
1370059622,15,6
1370059681,15,6
1370059742,15,6
1370059802,15,6
1370059861,15,6
1370059922,15,6
1370059981,15,6
1370060041,15,6
1370060102,15,6
1370060161,15,6
1370060224,15,6
1370060281,15,6
1370060341,15,6
1370060401,15,6
1370060464,15,6
1370060522,15,6
1370060585,14,7
1370060641,14,7
1370060702,14,7
1370060762,14,7
1370060822,14,7
1370060881,14,7
1370060942,14,7
1370061002,14,7
1370061061,14,7
1370061121,14,7
1370061181,14,7
1370061241,14,7
1370061302,14,7
1370061364,14,7
1370061421,14,7
1370061482,14,7
1370061542,14,7
1370061602,14,7
1370061661,14,7
1370061722,14,7
1370061782,14,7
1370061844,14,7
