date,availableBikes,availableDocks
1370056949,12,16
1370056973,12,16
1370057402,12,16
1370057462,12,16
1370057522,12,16
1370057581,12,16
1370057641,12,16
1370057702,12,16
1370057762,12,16
1370057822,12,16
1370057881,12,16
1370057941,12,16
1370058001,12,16
1370058062,12,16
1370058121,12,16
1370058182,12,16
1370058242,12,16
1370058307,12,16
1370058363,12,16
1370058429,12,16
1370058481,12,16
1370058545,12,16
1370058602,12,16
1370058661,12,16
1370058722,12,16
1370058784,12,16
1370058841,12,16
1370058907,12,16
1370058962,11,17
1370059021,11,17
1370059089,11,17
1370059142,11,17
1370059202,11,17
1370059262,11,17
1370059321,11,17
1370059382,11,17
1370059442,11,17
1370059502,11,17
1370059561,11,17
1370059622,11,17
1370059681,11,17
1370059742,11,17
1370059802,11,17
1370059861,11,17
1370059922,11,17
1370059981,11,17
1370060041,11,17
1370060102,11,17
1370060161,11,17
1370060224,11,17
1370060281,11,17
1370060341,11,17
1370060401,11,17
1370060464,11,17
1370060522,11,17
1370060585,11,17
1370060641,11,17
1370060702,11,17
1370060762,11,17
1370060822,11,17
1370060881,11,17
1370060942,11,17
1370061002,11,17
1370061061,11,17
1370061121,11,17
1370061181,11,17
1370061241,11,17
1370061302,11,17
1370061364,11,17
1370061421,11,17
1370061482,11,17
1370061542,10,18
1370061602,10,18
1370061661,10,18
1370061722,10,18
1370061782,10,18
1370061844,10,18
