date,availableBikes,availableDocks
1370056949,9,7
1370056973,9,7
1370057402,9,7
1370057462,9,7
1370057522,9,7
1370057581,9,7
1370057641,9,7
1370057702,9,7
1370057762,9,7
1370057822,9,7
1370057881,9,7
1370057941,9,7
1370058001,9,7
1370058062,9,7
1370058121,9,7
1370058182,9,7
1370058242,9,7
1370058307,9,7
1370058363,9,7
1370058429,9,7
1370058481,9,7
1370058545,9,7
1370058602,9,7
1370058661,9,7
1370058722,9,7
1370058784,9,7
1370058841,9,7
1370058907,9,7
1370058962,9,7
1370059021,9,7
1370059089,9,7
1370059142,9,7
1370059202,9,7
1370059262,9,7
1370059321,9,7
1370059382,9,7
1370059442,9,7
1370059502,9,7
1370059561,9,7
1370059622,9,7
1370059681,9,7
1370059742,9,7
1370059802,9,7
1370059861,9,7
1370059922,9,7
1370059981,9,7
1370060041,9,7
1370060102,9,7
1370060161,9,7
1370060224,9,7
1370060281,9,7
1370060341,9,7
1370060401,9,7
1370060464,9,7
1370060522,9,7
1370060585,9,7
1370060641,9,7
1370060702,9,7
1370060762,9,7
1370060822,9,7
1370060881,9,7
1370060942,9,7
1370061002,9,7
1370061061,9,7
1370061121,9,7
1370061181,9,7
1370061241,9,7
1370061302,9,7
1370061364,9,7
1370061421,9,7
1370061482,9,7
1370061542,9,7
1370061602,9,7
1370061661,9,7
1370061722,9,7
1370061782,9,7
1370061844,9,7
