date,availableBikes,availableDocks
1370056949,14,14
1370056973,14,14
1370057402,15,13
1370057462,15,13
1370057522,15,13
1370057581,15,13
1370057641,15,13
1370057702,15,13
1370057762,15,13
1370057822,15,13
1370057881,15,13
1370057941,15,13
1370058001,15,13
1370058062,15,13
1370058121,15,13
1370058182,15,13
1370058242,15,13
1370058307,15,13
1370058363,15,13
1370058429,15,13
1370058481,15,13
1370058545,15,13
1370058602,15,13
1370058661,15,13
1370058722,15,13
1370058784,15,13
1370058841,15,13
1370058907,15,13
1370058962,15,13
1370059021,15,13
1370059089,15,13
1370059142,15,13
1370059202,15,13
1370059262,15,13
1370059321,15,13
1370059382,15,13
1370059442,15,13
1370059502,15,13
1370059561,15,13
1370059622,15,13
1370059681,15,13
1370059742,15,13
1370059802,15,13
1370059861,15,13
1370059922,15,13
1370059981,15,13
1370060041,15,13
1370060102,15,13
1370060161,15,13
1370060224,15,13
1370060281,15,13
1370060341,15,13
1370060401,15,13
1370060464,15,13
1370060522,15,13
1370060585,15,13
1370060641,15,13
1370060702,15,13
1370060762,15,13
1370060822,15,13
1370060881,15,13
1370060942,15,13
1370061002,15,13
1370061061,15,13
1370061121,15,13
1370061181,15,13
1370061241,15,13
1370061302,15,13
1370061364,15,13
1370061421,15,13
1370061482,15,13
1370061542,15,13
1370061602,15,13
1370061661,15,13
1370061722,15,13
1370061782,15,13
1370061844,15,13
