date,availableBikes,availableDocks
1370056949,12,17
1370056973,12,17
1370057402,12,17
1370057462,12,17
1370057522,12,17
1370057581,12,17
1370057641,12,17
1370057702,12,17
1370057762,12,17
1370057822,12,17
1370057881,12,17
1370057941,12,17
1370058001,12,17
1370058062,12,17
1370058121,12,17
1370058182,12,17
1370058242,12,17
1370058307,12,17
1370058363,12,17
1370058429,11,18
1370058481,11,18
1370058545,11,18
1370058602,11,18
1370058661,11,18
1370058722,11,18
1370058784,11,18
1370058841,11,18
1370058907,11,18
1370058962,11,18
1370059021,11,18
1370059089,11,18
1370059142,11,18
1370059202,11,18
1370059262,11,18
1370059321,11,18
1370059382,11,18
1370059442,11,18
1370059502,11,18
1370059561,11,18
1370059622,11,18
1370059681,11,18
1370059742,11,18
1370059802,11,18
1370059861,11,18
1370059922,11,18
1370059981,11,18
1370060041,11,18
1370060102,11,18
1370060161,11,18
1370060224,11,18
1370060281,11,18
1370060341,11,18
1370060401,11,18
1370060464,11,18
1370060522,11,18
1370060585,11,18
1370060641,11,18
1370060702,11,18
1370060762,11,18
1370060822,11,18
1370060881,11,18
1370060942,11,18
1370061002,11,18
1370061061,11,18
1370061121,11,18
1370061181,11,18
1370061241,11,18
1370061302,11,18
1370061364,11,18
1370061421,11,18
1370061482,11,18
1370061542,11,18
1370061602,11,18
1370061661,11,18
1370061722,11,18
1370061782,11,18
1370061844,11,18
