Timestamp, AvailableBikes, AvailableDocks
1370056949, 34, 8
1370056973, 34, 8
1370057402, 34, 8
1370057462, 34, 8
1370057522, 34, 8
1370057581, 34, 8
1370057641, 34, 8
1370057702, 34, 8
1370057762, 34, 8
1370057822, 34, 8
1370057881, 34, 8
1370057941, 34, 8
1370058001, 34, 8
1370058062, 34, 8
1370058121, 34, 8
1370058182, 34, 8
1370058242, 34, 8
1370058307, 34, 8
1370058363, 34, 8
1370058429, 34, 8
1370058481, 34, 8
1370058545, 34, 8
1370058602, 34, 8
1370058661, 34, 8
1370058722, 34, 8
1370058784, 34, 8
1370058841, 34, 8
1370058907, 34, 8
1370058962, 34, 8
1370059021, 34, 8
1370059089, 34, 8
1370059142, 34, 8
1370059202, 34, 8
1370059262, 34, 8
1370059321, 34, 8
1370059382, 34, 8
1370059442, 34, 8
1370059502, 34, 8
