Timestamp, AvailableBikes, AvailableDocks
1370056949, 35, 12
1370056973, 35, 12
1370057402, 35, 12
1370057462, 35, 12
1370057522, 35, 12
1370057581, 35, 12
1370057641, 35, 12
1370057702, 35, 12
1370057762, 35, 12
1370057822, 35, 12
1370057881, 35, 12
1370057941, 35, 12
1370058001, 35, 12
1370058062, 35, 12
1370058121, 35, 12
1370058182, 35, 12
1370058242, 35, 12
1370058307, 35, 12
1370058363, 35, 12
1370058429, 35, 12
1370058481, 35, 12
1370058545, 35, 12
1370058602, 35, 12
1370058661, 35, 12
1370058722, 35, 12
1370058784, 35, 12
1370058841, 35, 12
1370058907, 35, 12
1370058962, 35, 12
1370059021, 35, 12
1370059089, 35, 12
1370059142, 35, 12
1370059202, 35, 12
1370059262, 35, 12
1370059321, 35, 12
1370059382, 35, 12
1370059442, 35, 12
1370059502, 35, 12
