date,availableBikes,availableDocks
1370056949,32,11
1370056973,32,11
1370057402,32,11
1370057462,32,11
1370057522,32,11
1370057581,32,11
1370057641,32,11
1370057702,32,11
1370057762,32,11
1370057822,32,11
1370057881,32,11
1370057941,32,11
1370058001,32,11
1370058062,32,11
1370058121,32,11
1370058182,32,11
1370058242,32,11
1370058307,32,11
1370058363,32,11
1370058429,32,11
1370058481,32,11
1370058545,32,11
1370058602,32,11
1370058661,32,11
1370058722,32,11
1370058784,32,11
1370058841,32,11
1370058907,32,11
1370058962,32,11
1370059021,32,11
1370059089,32,11
1370059142,32,11
1370059202,32,11
1370059262,32,11
1370059321,32,11
1370059382,32,11
1370059442,32,11
1370059502,32,11
1370059561,32,11
1370059622,32,11
1370059681,32,11
1370059742,32,11
1370059802,32,11
1370059861,32,11
1370059922,32,11
1370059981,32,11
1370060041,32,11
1370060102,32,11
1370060161,32,11
1370060224,32,11
1370060281,32,11
1370060341,32,11
1370060401,32,11
1370060464,32,11
1370060522,32,11
1370060585,32,11
1370060641,32,11
1370060702,32,11
1370060762,32,11
1370060822,32,11
1370060881,32,11
1370060942,32,11
1370061002,32,11
1370061061,32,11
1370061121,32,11
1370061181,32,11
1370061241,32,11
1370061302,32,11
1370061364,32,11
1370061421,32,11
1370061482,32,11
1370061542,32,11
1370061602,32,11
1370061661,32,11
1370061722,32,11
1370061782,32,11
1370061844,32,11
